District_Colline,Latitude,Longitude,"(Latitude,Longitude)"
Ruyigi_Migege,-3.3870328,30.3193959,"-3.3870328,30.3193959"
Kiremba_Butaha,-2.875375,29.90011,"-2.875375,29.90011"
Kiremba_Gatukuza,-2.8995195,29.8802707,"-2.8995195,29.8802707"
Kiremba_Nini,-2.9119665,29.8899315,"-2.9119665,29.8899315"
Kiremba_Kabamba,-2.8636803,29.8714194,"-2.8636803,29.8714194"
Giteranyi_Mukoni,-2.6015182,30.4413773,"-2.6015182,30.4413773"
Giteranyi_Rubenga,-2.5762884,30.435071,"-2.5762884,30.435071"
Giteranyi_Ndava,-2.5586125,30.4328016,"-2.5586125,30.4328016"
Giteranyi_Rugese,-2.5270198,30.4458112,"-2.5270198,30.4458112"
Bugendana_Nyakeru I,-3.1897768,29.9432783,"-3.1897768,29.9432783"
Kirundo_Burarana,-2.6954043,30.0797297,"-2.6954043,30.0797297"
Makebuko_Janja coop,-3.5328155,29.9328576,"-3.5328155,29.9328576"
Gasorwe_Muruta,-2.8114891,30.1033891,"-2.8114891,30.1033891"
Gasorwe_Gisabazuba,-2.7693088,30.1588336,"-2.7693088,30.1588336"
Gishubi_Nyakarambo,-3.6830517,29.8415751,"-3.6830517,29.8415751"
Makebuko_Karoba,-3.5155353,29.9237238,"-3.5155353,29.9237238"
Giteranyi_Mika,-2.5502589,30.4541522,"-2.5502589,30.4541522"
Giteranyi_Mihigo,-2.4800642,30.4648285,"-2.4800642,30.4648285"
Giteranyi_Gakoni,-2.441178,30.4799581,"-2.441178,30.4799581"
Giteranyi_Tura,-2.428158,30.4854053,"-2.428158,30.4854053"
Giteranyi_Tura II,-2.4282528,30.4857546,"-2.4282528,30.4857546"
Giteranyi_Mihigo II,-2.4719422,30.4684465,"-2.4719422,30.4684465"
Gasorwe_Gitwa,-2.8288838,30.126703,"-2.8288838,30.126703"
Muyinga_Kiringanire,-2.9441753,30.2791035,"-2.9441753,30.2791035"
Muyinga_Cumba,-2.9197942,30.3076762,"-2.9197942,30.3076762"
Muyinga_,-2.8914796,30.3376932,"-2.8914796,30.3376932"
Muramvya_Buhorwa,-3.1962083,29.6704188,"-3.1962083,29.6704188"
Muramvya_Gaharo,-3.1713879,29.6606973,"-3.1713879,29.6606973"
Muramvya_Kiziguro,-3.2049899,29.6528292,"-3.2049899,29.6528292"
Makebuko_Kiyange,-3.5075119,29.9437533,"-3.5075119,29.9437533"
Bugendana_Mwumba II,-3.2064175,29.8649432,"-3.2064175,29.8649432"
Bugendana_Mukoro II,-3.2274846,29.9120783,"-3.2274846,29.9120783"
Bugendana_Mwumba I,-3.20644,29.8649055,"-3.20644,29.8649055"
Matongo_Mvumvu,-3.034204,29.6077358,"-3.034204,29.6077358"
Muramvya_Gahaga,-3.1851748,29.6455183,"-3.1851748,29.6455183"
Kabarore_Karinzi,-2.9137528,29.6445925,"-2.9137528,29.6445925"
Kabarore_Bubezi,-2.9258206,29.6430721,"-2.9258206,29.6430721"
Matongo_Munyinya M,-3.0342146,29.6077419,"-3.0342146,29.6077419"
Makebuko_Gasenyi,-3.652604,29.934171,"-3.652604,29.934171"
Gishubi_Kigomera,-3.6816552,29.8779682,"-3.6816552,29.8779682"
Gishubi_Nyakanazi,-3.683004,29.8781126,"-3.683004,29.8781126"
Makebuko_Rutanganika,-3.5535716,29.9756655,"-3.5535716,29.9756655"
Nyabikere_Rusi,-3.2190772,30.0655936,"-3.2190772,30.0655936"
Nyabikere_Mujenjwa,-3.2207653,30.0512036,"-3.2207653,30.0512036"
Nyabihanga_Kibungere,-3.4096143,29.8218975,"-3.4096143,29.8218975"
Nyabihanga_Muyebe,-3.3875456,29.8380614,"-3.3875456,29.8380614"
Nyabihanga_Musongati,-3.3889601,29.832201,"-3.3889601,29.832201"
Kabarore_Kaserege,-2.9105056,29.5689893,"-2.9105056,29.5689893"
Kabarore_Kaserege,-2.89523,29.5742358,"-2.89523,29.5742358"
Kabarore_,-2.9216649,29.5875079,"-2.9216649,29.5875079"
Muyinga_Mukoni,-2.85867,30.3300374,"-2.85867,30.3300374"
Gishubi_Nyamugari 1,-3.6587717,29.8917451,"-3.6587717,29.8917451"
Gishubi_Rurimbi,-3.6572019,29.9010121,"-3.6572019,29.9010121"
Gishubi_Ndago,-3.6572024,29.9009754,"-3.6572024,29.9009754"
Bugendana_Kibungo I,-3.2391512,29.8928096,"-3.2391512,29.8928096"
Muramvya_Rusha,-3.1922252,29.6184514,"-3.1922252,29.6184514"
Kabarore_Yanza,-2.939428,29.5888206,"-2.939428,29.5888206"
Bugendana_Kibungo I,-3.2390513,29.8928302,"-3.2390513,29.8928302"
Bugendana_Gaterama,-3.247139,29.8471081,"-3.247139,29.8471081"
Matongo_Remera,-2.9656743,29.5478203,"-2.9656743,29.5478203"
Matongo_Mpfunda M,-2.9296473,29.5322759,"-2.9296473,29.5322759"
Gasorwe_Nyungu,-2.7980554,30.2572729,"-2.7980554,30.2572729"
Nyabikere_Gatabo,-3.3206349,30.0344834,"-3.3206349,30.0344834"
Rango_Gatura,-3.0899332,29.7676825,"-3.0899332,29.7676825"
Rango_Kivuzo,-3.0660058,29.8267022,"-3.0660058,29.8267022"
Rango_Gashibuka,-3.0303517,29.8564033,"-3.0303517,29.8564033"
Bugendana_Rushanga,-3.3204957,29.965119,"-3.3204957,29.965119"
Rango_Gaharo,-3.030332,29.8563131,"-3.030332,29.8563131"
Gasorwe_Kizi,-2.893428,30.2439949,"-2.893428,30.2439949"
Gasorwe_Kizi,-2.8934001,30.2439788,"-2.8934001,30.2439788"
Gasorwe_Kivubo,-2.8966126,30.26548,"-2.8966126,30.26548"
Gishubi_Muhagaze,-3.5802933,29.8962426,"-3.5802933,29.8962426"
Gasorwe_Kiremba,-2.8717492,30.2923892,"-2.8717492,30.2923892"
Bugendana_Gitora,-3.3213367,29.9632117,"-3.3213367,29.9632117"
Gasorwe_Kigoganya,-2.8603985,30.2867139,"-2.8603985,30.2867139"
Kirundo_Vumbi,-2.7235068,30.1006824,"-2.7235068,30.1006824"
Gasorwe_Martyazo,-2.8606268,30.2840032,"-2.8606268,30.2840032"
Giteranyi_Kabogo,-2.5665122,30.4604518,"-2.5665122,30.4604518"
Giteranyi_Shoza,-2.5355782,30.478482,"-2.5355782,30.478482"
Giteranyi_Gasenyi,-2.5074389,30.4836407,"-2.5074389,30.4836407"
Giteranyi_Karugunda,-2.5068233,30.4821217,"-2.5068233,30.4821217"
Giteranyi_Karugunda II,-2.5163715,30.4570951,"-2.5163715,30.4570951"
Giteranyi_Bisiga,-2.482637,30.4634211,"-2.482637,30.4634211"
Giteranyi_Kinyami,-2.4667034,30.5057432,"-2.4667034,30.5057432"
Giteranyi_Kinanira,-2.428601,30.5265759,"-2.428601,30.5265759"
Giteranyi_Rumandari,-2.49559,30.51013,"-2.49559,30.51013"
Gishubi_Bucana,-3.5767269,29.9044772,"-3.5767269,29.9044772"
Bugendana_Mirama II,-3.3075405,29.9443448,"-3.3075405,29.9443448"
Bugendana_Mirama I,-3.3068569,29.9447097,"-3.3068569,29.9447097"
Gishubi_Mikore,-3.596775,29.9117174,"-3.596775,29.9117174"
Gishubi_Mugaruro,-3.5969759,29.9117769,"-3.5969759,29.9117769"
Mbuye_Masama,-3.3034784,29.7473113,"-3.3034784,29.7473113"
Gasorwe_Higiro,-2.8120144,30.2492578,"-2.8120144,30.2492578"
Gasorwe_Ngogomo,-2.8388214,30.2590457,"-2.8388214,30.2590457"
Buhinyuza_Muramba coop,-2.9805907,30.3518797,"-2.9805907,30.3518797"
Buhinyuza_Karongwe coop,-2.9249027,30.360425,"-2.9249027,30.360425"
Ruyigi_Rukaragata,-3.465836,30.2602835,"-3.465836,30.2602835"
Ruyigi_Bisinde,-3.4979192,30.1924489,"-3.4979192,30.1924489"
Kabarore_Jene,-2.8529878,29.6114629,"-2.8529878,29.6114629"
Muyinga_Gitongwe,-2.8189367,30.353155,"-2.8189367,30.353155"
Kiremba_Ruvumu,-2.869935,30.0019033,"-2.869935,30.0019033"
Kiremba_Kiremba,-2.8700955,30.0018967,"-2.8700955,30.0018967"
Kiremba_Kiremera,-2.870105,30.001917,"-2.870105,30.001917"
Gihogazi_Gihogazi,-3.1117951,29.9987357,"-3.1117951,29.9987357"
Bugendana_Muririmbo,-3.1911595,29.8452126,"-3.1911595,29.8452126"
Bugendana_Mukoro I,-3.2180813,29.8992638,"-3.2180813,29.8992638"
Muyinga_Ruganirwa,-2.8868726,30.3097961,"-2.8868726,30.3097961"
Muyinga_Nkoyoyo,-2.8808287,30.4048405,"-2.8808287,30.4048405"
Kiremba_Sabunda,-2.9418921,29.9098343,"-2.9418921,29.9098343"
Gihogazi_Rutegama,-3.0977978,29.9483818,"-3.0977978,29.9483818"
Gishubi_Murangara,-3.6120006,29.8653461,"-3.6120006,29.8653461"
Karusi_Karuri,-3.1160761,30.1370698,"-3.1160761,30.1370698"
Gihogazi_Mugogo,-3.0692986,29.9661155,"-3.0692986,29.9661155"
Gihogazi_Taba,-3.0702935,29.9673321,"-3.0702935,29.9673321"
Rango_Kabuye,-3.1700363,29.7387654,"-3.1700363,29.7387654"
Rango_Butanyerera II,-3.1700171,29.7386922,"-3.1700171,29.7386922"
Muyinga_Mageni,-2.904383,30.4188152,"-2.904383,30.4188152"
Karusi_Rudaraza,-3.0622145,30.2116588,"-3.0622145,30.2116588"
Karusi_Gasenyi,-3.0684205,30.2504187,"-3.0684205,30.2504187"
Kiremba_Gatwaro,-2.8103204,29.9639267,"-2.8103204,29.9639267"
Kiremba_Kiremba,-2.8205128,29.9818219,"-2.8205128,29.9818219"
Kiremba_Gisuka,-2.8186466,29.9803766,"-2.8186466,29.9803766"
Kirundo_Gasura,-2.6790271,30.0949736,"-2.6790271,30.0949736"
Muyinga_Bwica,-2.897385,30.2869109,"-2.897385,30.2869109"
Muyinga_Nyamirambo,-2.9088316,30.289913,"-2.9088316,30.289913"
Mwumba_Gihama,-2.8434002,29.7816095,"-2.8434002,29.7816095"
Bweru_Bugama,-3.4017944,30.4580564,"-3.4017944,30.4580564"
Bweru_Bweru,-3.4018168,30.4579764,"-3.4018168,30.4579764"
Kirundo_Kiraro,-2.7634212,30.0746501,"-2.7634212,30.0746501"
Ruyigi_Nombe,-3.3538545,30.2507993,"-3.3538545,30.2507993"
Nyabihanga_Gisitye,-3.39805,29.8591124,"-3.39805,29.8591124"
Nyabihanga_Matyazo,-3.4157715,29.8069405,"-3.4157715,29.8069405"
Gishubi_Nyakigina,-3.6415671,29.8853107,"-3.6415671,29.8853107"
Gishubi_Kigufi,-3.6413016,29.8856683,"-3.6413016,29.8856683"
Kirundo_Kigobe,-2.6924032,30.1233448,"-2.6924032,30.1233448"
Kirundo_Cendajuru,-2.684552,30.1353963,"-2.684552,30.1353963"
Kiremba_Rusengo,-2.9363561,29.9281851,"-2.9363561,29.9281851"
Ruyigi_Rubaragaza,-3.3617148,30.2687708,"-3.3617148,30.2687708"
Muyinga_Rwimbogo,-2.8037047,30.3379143,"-2.8037047,30.3379143"
Muyinga_Cibare,-2.8235599,30.3614679,"-2.8235599,30.3614679"
Gahombo_Karurusi,-2.9274601,29.6699231,"-2.9274601,29.6699231"
Gihogazi_Ruyaga,-3.1038339,29.969249,"-3.1038339,29.969249"
Kiremba_Musumba,-2.8705896,29.9372471,"-2.8705896,29.9372471"
Gitaramuka_Nyarutovu,-2.9398573,30.1589136,"-2.9398573,30.1589136"
Gitaramuka_Gasasa,-2.952578,30.1732849,"-2.952578,30.1732849"
Gitaramuka_Karwa,-2.9728733,30.1448764,"-2.9728733,30.1448764"
Mbuye_Janga,-3.2805,29.7014304,"-3.2805,29.7014304"
Mbuye_Mugerera,-3.2808659,29.7017424,"-3.2808659,29.7017424"
Mwumba_Buhigiranka,-2.7924728,29.8749437,"-2.7924728,29.8749437"
Gishubi_Kibagara,-3.6988085,29.832481,"-3.6988085,29.832481"
Ruyigi_Buruhukiro,-3.4006222,30.2730815,"-3.4006222,30.2730815"
Kirundo_Gikomero,-2.769459,30.0841402,"-2.769459,30.0841402"
Kirundo_Vumbi,-2.7235351,30.100955,"-2.7235351,30.100955"
Kirundo_Burarana,-2.6954679,30.0796587,"-2.6954679,30.0796587"
Bukirasazi_Rukoki,-3.7303772,29.9927377,"-3.7303772,29.9927377"
Muyinga_Kiryama,-2.8537307,30.3167143,"-2.8537307,30.3167143"
Gitega_Rwingiri GIH,-3.3426787,29.9106298,"-3.3426787,29.9106298"
Mwumba_Gatwe,-2.7918529,29.8825175,"-2.7918529,29.8825175"
Mwumba_Masama,-2.7874691,29.9008828,"-2.7874691,29.9008828"
Makebuko_Kibogoye II,-3.5838954,30.0677607,"-3.5838954,30.0677607"
Makebuko_Kibogoye I,-3.6106603,30.0528979,"-3.6106603,30.0528979"
Makebuko_Makebuko,-3.602014,29.9958315,"-3.602014,29.9958315"
Makebuko_Ntita,-3.6018026,29.9956323,"-3.6018026,29.9956323"
Makebuko_Rwanda,-3.5976064,29.9966966,"-3.5976064,29.9966966"
Mwumba_Rurama,-2.8088359,29.895552,"-2.8088359,29.895552"
Kirundo_Kabuye,-2.7049573,30.1201716,"-2.7049573,30.1201716"
Kirundo_Rwimanzovu,-2.7267189,30.1253883,"-2.7267189,30.1253883"
Nyarusange_Kirika coop,-3.595733,29.7094084,"-3.595733,29.7094084"
Nyarusange_Kivoga coop,-3.5958406,29.7092432,"-3.5958406,29.7092432"
Nyarusange_Kanka coop,-3.5991997,29.7531748,"-3.5991997,29.7531748"
Nyarusange_Musumba coop,-3.620179,29.7302374,"-3.620179,29.7302374"
Kirundo_Butsimba,-2.7607028,30.1192318,"-2.7607028,30.1192318"
Gihogazi_Murago,-3.1248274,30.0028215,"-3.1248274,30.0028215"
Muramvya_Burambana,-3.2957971,29.6087473,"-3.2957971,29.6087473"
Gihogazi_Murago,-3.1248742,30.0029681,"-3.1248742,30.0029681"
Mbuye_Bubanda,-3.30508,29.7527367,"-3.30508,29.7527367"
Mbuye_Nyarunazi II,-3.3016415,29.745887,"-3.3016415,29.745887"
Mbuye_cumba,-3.3017257,29.7459142,"-3.3017257,29.7459142"
Muramvya_Muramvya Rural,-3.2678599,29.6196976,"-3.2678599,29.6196976"
Matongo_Karunyinya,-2.9458975,29.584782,"-2.9458975,29.584782"
Matongo_Kivumu,-3.0751587,29.6076018,"-3.0751587,29.6076018"
Bweru_Rusange,-3.388665,30.5088783,"-3.388665,30.5088783"
Bweru_Kibingo,-3.3819312,30.5692558,"-3.3819312,30.5692558"
Kiremba_Kidasha,-2.7978052,30.0728679,"-2.7978052,30.0728679"
Kiremba_Bunogera,-2.7995235,30.0346473,"-2.7995235,30.0346473"
Kiremba_Nyamarobe,-2.7856933,30.0495583,"-2.7856933,30.0495583"
Kiremba_Ragwe,-2.7699385,30.0528955,"-2.7699385,30.0528955"
Karusi_Nkoronko,-3.1966143,30.1638402,"-3.1966143,30.1638402"
Karusi_Rukamba,-3.1687761,30.1026161,"-3.1687761,30.1026161"
Bukirasazi_Ruhinda coop,-3.6647901,30.0012156,"-3.6647901,30.0012156"
Bukirasazi_Ruhinda coop,-3.6647491,30.001252,"-3.6647491,30.001252"
Nyabikere_Nyenzi coop,-3.2719688,30.1918486,"-3.2719688,30.1918486"
Nyarusange_Rubamvye coop,-3.6059358,29.7832153,"-3.6059358,29.7832153"
Ngozi_Mihigo coop,-2.8449366,29.7428731,"-2.8449366,29.7428731"
Ngozi_Kavumu B coop,-2.9283766,29.733622,"-2.9283766,29.733622"
Ngozi_Rugori coop,-2.8769133,29.7553917,"-2.8769133,29.7553917"
Rango_Kiguruka,-3.1273167,29.8263979,"-3.1273167,29.8263979"
Gitega_Nyarunazi,-3.307753,29.8967061,"-3.307753,29.8967061"
Bugendana_Gerangabo,-3.0932407,29.869302,"-3.0932407,29.869302"
Bugendana_Gerangabo,-3.0908849,29.8703831,"-3.0908849,29.8703831"
Kiremba_Cayi,-2.8737145,30.034272,"-2.8737145,30.034272"
Kiremba_Kibezi,-2.8527699,30.0449667,"-2.8527699,30.0449667"
Gahombo_Jimbi,-3.04771,29.7581999,"-3.04771,29.7581999"
Gahombo_Rukanu,-3.0504771,29.7385166,"-3.0504771,29.7385166"
Gahombo_Nyamwera,-3.0379922,29.7858583,"-3.0379922,29.7858583"
Gahombo_Kibimba,-3.0283746,29.8406076,"-3.0283746,29.8406076"
Muyinga_Rutoke,-2.7338157,30.4072782,"-2.7338157,30.4072782"
Gitega_Rutoke coop,-3.4899912,29.8781856,"-3.4899912,29.8781856"
Gitega_Rutoke,-3.4896886,29.8782337,"-3.4896886,29.8782337"
Gitega_Bihanga coop,-3.4916146,29.8935116,"-3.4916146,29.8935116"
Gitega_Butamuheba,-3.4510225,29.8797932,"-3.4510225,29.8797932"
Gitega_Mungwa,-3.4516201,29.8842567,"-3.4516201,29.8842567"
Gitega_Ntobwe,-3.4373649,29.9082603,"-3.4373649,29.9082603"
Gitega_Mugoboka,-3.4808641,29.9281799,"-3.4808641,29.9281799"
Ruyigi_Nganji,-3.3733173,30.3472187,"-3.3733173,30.3472187"
Ruyigi_Nyagutoha,-3.4508251,30.3581795,"-3.4508251,30.3581795"
Ruyigi_Bunogera,-3.3992817,30.3701941,"-3.3992817,30.3701941"
Gahombo_Muhanga,-3.0284955,29.8277768,"-3.0284955,29.8277768"
Kayokwe_Makamba,-3.50203,29.6537067,"-3.50203,29.6537067"
Muramvya_Kavya,-3.3023133,29.5435039,"-3.3023133,29.5435039"
Bukirasazi_Bukirasazi,-3.7013729,29.9654312,"-3.7013729,29.9654312"
Ngozi_Gacekeri,-2.9006833,29.7740616,"-2.9006833,29.7740616"
Gahombo_Ndava,-3.0232871,29.8035536,"-3.0232871,29.8035536"
Gishubi_Ruhande,-3.6178878,29.8612549,"-3.6178878,29.8612549"
Bugendana_Rurengera,-3.0799464,29.8880055,"-3.0799464,29.8880055"
Muramvya_Musongati,-3.3608037,29.6508382,"-3.3608037,29.6508382"
Muramvya_Gatebe,-3.28258,29.548486,"-3.28258,29.548486"
Muramvya_Kirama,-3.2828912,29.5488855,"-3.2828912,29.5488855"
Gishubi_Gishubi,-3.6188825,29.8605247,"-3.6188825,29.8605247"
Nyarusange_Masango coop,-3.5737553,29.7723865,"-3.5737553,29.7723865"
Muyinga_Kavumu,-2.7085529,30.4317075,"-2.7085529,30.4317075"
Muramvya_Kibogoye II,-3.2450964,29.5657711,"-3.2450964,29.5657711"
Gitega_kiriba,-3.3503076,29.9565643,"-3.3503076,29.9565643"
Muyinga_Kavumu,-2.70861,30.4319845,"-2.70861,30.4319845"
Muyinga_Kayenzi,-2.8957432,30.3563624,"-2.8957432,30.3563624"
Mbuye_Murehe II,-3.2284161,29.8211378,"-3.2284161,29.8211378"
Gahombo_Gitwenge,-3.0391479,29.7008043,"-3.0391479,29.7008043"
Gahombo_,-3.0189761,29.6918919,"-3.0189761,29.6918919"
Gahombo_Kivuruga,-2.9703749,29.6421842,"-2.9703749,29.6421842"
Gahombo_Gihororo,-2.9841037,29.649756,"-2.9841037,29.649756"
Gahombo_Kivuvuma,-3.0146943,29.737159,"-3.0146943,29.737159"
Muyinga_Ruyivyi,-2.7472317,30.3858476,"-2.7472317,30.3858476"
Muyinga_Gasasa,-2.7114171,30.4221884,"-2.7114171,30.4221884"
Muramvya_Rweteto I,-3.1926797,29.6375787,"-3.1926797,29.6375787"
Gitega_Gasunu coop,-3.3584483,29.9737619,"-3.3584483,29.9737619"
Gitega_Gasunu,-3.358468,29.973713,"-3.358468,29.973713"
Rango_Karehe,-3.176635,29.7378202,"-3.176635,29.7378202"
Rango_Butanyerera II,-3.1721781,29.7385168,"-3.1721781,29.7385168"
Gitega_Gasunu,-3.4165236,30.0208382,"-3.4165236,30.0208382"
Bukirasazi_Kibere,-3.7206305,29.9460834,"-3.7206305,29.9460834"
Butaganzwa_Gikwiye,-3.5477128,30.1092395,"-3.5477128,30.1092395"
Butaganzwa_Gishubi,-3.5585364,30.1079312,"-3.5585364,30.1079312"
Butaganzwa_Nyarurambi,-3.581034,30.1149036,"-3.581034,30.1149036"
Bukirasazi_Nyamisure,-3.7209687,29.9456605,"-3.7209687,29.9456605"
Gitega_Mirama coop,-3.374372,29.9862914,"-3.374372,29.9862914"
Muramvya_Kibogoye I,-3.2304794,29.5904076,"-3.2304794,29.5904076"
Kiremba_Gitanga,-2.8599202,29.953693,"-2.8599202,29.953693"
Bugendana_Kinyinya,-3.0755211,29.8698333,"-3.0755211,29.8698333"
Butaganzwa_Kiyabu,-3.5404856,30.1391192,"-3.5404856,30.1391192"
Butaganzwa_Kirangara,-3.5245981,30.171988,"-3.5245981,30.171988"
Butaganzwa_Bartye,-3.5248729,30.1717865,"-3.5248729,30.1717865"
Butaganzwa_Gasasa,-3.5801955,30.1632395,"-3.5801955,30.1632395"
Muramvya_Kigereka II,-3.2293896,29.5951885,"-3.2293896,29.5951885"
Butaganzwa_Caragata,-3.5911789,30.1808533,"-3.5911789,30.1808533"
Mbuye_Mubuga,-3.2825941,29.7048648,"-3.2825941,29.7048648"
Mbuye_Nkonyovu,-3.3031981,29.708013,"-3.3031981,29.708013"
Mbuye_Kanegwa,-3.3277531,29.6876581,"-3.3277531,29.6876581"
Mbuye_Gahweza,-3.3654033,29.6659547,"-3.3654033,29.6659547"
Mbuye_Ngara,-3.4012929,29.6914371,"-3.4012929,29.6914371"
Muramvya_Kigereka I,-3.2252733,29.600516,"-3.2252733,29.600516"
Muramvya_Masango II,-3.270572,29.6530381,"-3.270572,29.6530381"
Bugendana_Kivoga,-3.082591,29.8582907,"-3.082591,29.8582907"
Kabarore_Jene,-2.8917693,29.609519,"-2.8917693,29.609519"
Gihogazi_Muzenga,-3.1718415,30.0187086,"-3.1718415,30.0187086"
Bukirasazi_Rugabano coop,-3.7238601,29.9762306,"-3.7238601,29.9762306"
Gihogazi_Gasenyi,-3.1557295,30.0258555,"-3.1557295,30.0258555"
Gasorwe_Gishuha,-2.798805,30.2236557,"-2.798805,30.2236557"
Kiremba_Canamo,-2.8860063,30.092627,"-2.8860063,30.092627"
Bugendana_Nzove,-3.1033042,29.8441136,"-3.1033042,29.8441136"
Butaganzwa_kivumu,-3.5636413,30.1849616,"-3.5636413,30.1849616"
Marangara_Muhuzo,-2.7063397,29.9661867,"-2.7063397,29.9661867"
Marangara_Congori,-2.7062183,29.9661501,"-2.7062183,29.9661501"
Marangara_Muhuzo,-2.7063871,29.9662821,"-2.7063871,29.9662821"
Marangara_Masama,-2.7068729,29.9668948,"-2.7068729,29.9668948"
Gitega_Muyange Gih,-3.308335,29.8464467,"-3.308335,29.8464467"
Karusi_Mayenzi,-3.0311105,30.2294022,"-3.0311105,30.2294022"
Rango_Bisha,-3.1770406,29.7196088,"-3.1770406,29.7196088"
Karusi_Rudaraza,-3.0622205,30.2117246,"-3.0622205,30.2117246"
Ngozi_Kigufi coop,-2.8784944,29.7372567,"-2.8784944,29.7372567"
Gitega_Gihehe I,-3.3074451,29.8374696,"-3.3074451,29.8374696"
Muramvya_Shombo,-3.3569097,29.6234505,"-3.3569097,29.6234505"
Bugendana_Kidasha,-3.1111523,29.842803,"-3.1111523,29.842803"
Gasorwe_Gisebeyi,-2.8090293,30.1713042,"-2.8090293,30.1713042"
Gasorwe_Bwisha,-2.7835216,30.1538061,"-2.7835216,30.1538061"
Gasorwe_Gisa-Rugerero,-2.7821065,30.1710808,"-2.7821065,30.1710808"
Mwumba_kibindi,-2.8191193,29.8057784,"-2.8191193,29.8057784"
Nyabihanga_Gitaba,-3.39529,29.7947117,"-3.39529,29.7947117"
Ngozi_Camugani,-2.9293623,29.8354068,"-2.9293623,29.8354068"
Marangara_Nyamurenge,-2.7322314,29.9560135,"-2.7322314,29.9560135"
Kiremba_Masoro,-2.8829486,30.0546214,"-2.8829486,30.0546214"
Mwumba_Shoza,-2.8321267,29.9155212,"-2.8321267,29.9155212"
Ruyigi_Rugoti,-3.3914693,30.0907809,"-3.3914693,30.0907809"
Ruyigi_Muyange,-3.3694397,30.1266233,"-3.3694397,30.1266233"
Ruyigi_Nkongwe,-3.3956447,30.1370638,"-3.3956447,30.1370638"
Ruyigi_Sorero,-3.3957149,30.1774037,"-3.3957149,30.1774037"
Ruyigi_Kirasira,-3.3964228,30.1543647,"-3.3964228,30.1543647"
Ruyigi_Mubira,-3.3915344,30.090859,"-3.3915344,30.090859"
Ruyigi_Senga,-3.384462,30.2123795,"-3.384462,30.2123795"
Marangara_Kidasha,-2.7181327,29.988818,"-2.7181327,29.988818"
Ngozi_Masamabuhiga coop,-2.900478,29.7737988,"-2.900478,29.7737988"
Ngozi_Makombe N coop,-2.9011383,29.7749976,"-2.9011383,29.7749976"
Kayokwe_Rwankangoma,-3.4857222,29.7593292,"-3.4857222,29.7593292"
Kayokwe_Rusivya,-3.4990253,29.7563332,"-3.4990253,29.7563332"
Rango_Ruhinga,-3.1197372,29.7942745,"-3.1197372,29.7942745"
Gasorwe_Karama,-2.8013299,30.1945693,"-2.8013299,30.1945693"
Gasorwe_Rukinzo,-2.8484111,30.2059705,"-2.8484111,30.2059705"
Kiremba_Rwimbogo,-2.7981197,30.0136424,"-2.7981197,30.0136424"
Kiremba_Bitagazwa,-2.8109613,30.0368492,"-2.8109613,30.0368492"
Kiremba_Gahororo,-2.8079628,30.0169895,"-2.8079628,30.0169895"
Makebuko_Butare,-3.6558863,30.0195399,"-3.6558863,30.0195399"
Makebuko_Gihamagara,-3.6170723,30.0260537,"-3.6170723,30.0260537"
Bukirasazi_Mpingwe coop,-3.6981037,29.9671479,"-3.6981037,29.9671479"
Buhinyuza_Kara coop,-2.986618,30.2928451,"-2.986618,30.2928451"
Buhinyuza_Jarama coop,-2.9865323,30.2923642,"-2.9865323,30.2923642"
Bukirasazi_Bukirasazi coop,-3.7013207,29.9659007,"-3.7013207,29.9659007"
Bugendana_Rwingiri bug,-3.2856065,29.9214074,"-3.2856065,29.9214074"
Kiremba_Masasu,-2.8420557,29.9596673,"-2.8420557,29.9596673"
Muramvya_Gatwaro,-3.3279317,29.6206083,"-3.3279317,29.6206083"
Marangara_Kagoti,-2.7131371,29.9680912,"-2.7131371,29.9680912"
Marangara_Bisiga,-2.6967131,29.9790828,"-2.6967131,29.9790828"
Makebuko_Ruhanza,-3.57566,30.025466,"-3.57566,30.025466"
Muyinga_Musenga,-2.9159309,30.3392158,"-2.9159309,30.3392158"
Muyinga_Kwibuye,-2.8657608,30.3385807,"-2.8657608,30.3385807"
Giteranyi_Giteranyi,-2.5120577,30.4578296,"-2.5120577,30.4578296"
Muyinga_Kibongera,-2.868094,30.3815413,"-2.868094,30.3815413"
Tangara_Nyagasebeyi,-2.9601529,30.0341728,"-2.9601529,30.0341728"
Tangara_Ngendo,-2.9228468,30.0122163,"-2.9228468,30.0122163"
Tangara_Bwitoyi,-2.9110895,30.0038397,"-2.9110895,30.0038397"
Tangara_Bwitoyi,-2.9113045,30.0039337,"-2.9113045,30.0039337"
Tangara_Nyakabanda,-2.9219005,29.9736009,"-2.9219005,29.9736009"
Tangara_Gasekanya,-2.9166375,29.969289,"-2.9166375,29.969289"
Tangara_Taba I,-2.9519341,29.9769255,"-2.9519341,29.9769255"
Tangara_Ntiba,-2.9688527,29.9674716,"-2.9688527,29.9674716"
Tangara_Muhama,-2.979693,29.9535952,"-2.979693,29.9535952"
Tangara_Kimerajana,-3.0182715,29.9559023,"-3.0182715,29.9559023"
Bukirasazi_Rukoki coop,-3.7302683,29.9934758,"-3.7302683,29.9934758"
Nyabihanga_Mbogora,-3.4572113,29.7699944,"-3.4572113,29.7699944"
Nyabihanga_Kivomwa,-3.4560814,29.7693092,"-3.4560814,29.7693092"
Nyabihanga_Butegeye,-3.4563795,29.7693667,"-3.4563795,29.7693667"
